date,twoPM,fourPM,ninePM
"'Apr 02, 2018'",'232','017','810'
"'Apr 03, 2018'",'325','489','380'
"'Apr 04, 2018'",'006','347','364'
"'Apr 05, 2018'",'307','119','992'
"'Apr 06, 2018'",'197','542','257'
"'Apr 07, 2018'",'674','116','964'
"'Apr 08, 2018'",'571','100','595'
"'Apr 09, 2018'",'886','409','921'
"'Apr 10, 2018'",'884','056','994'
"'Apr 11, 2018'",'850','936','981'
"'Apr 12, 2018'",'299','607','753'
"'Apr 13, 2018'",'630','624','443'
"'Apr 14, 2018'",'116','221','614'
"'Apr 15, 2018'",'301','625','879'
"'Apr 16, 2018'",'836','559','002'
"'Apr 17, 2018'",'320','917','709'
"'Apr 18, 2018'",'748','727','555'
"'Apr 19, 2018'",'879','606','131'
"'Apr 20, 2018'",'400','695','176'
"'Apr 21, 2018'",'867','469','414'
"'Apr 22, 2018'",'465','245','385'
"'Apr 23, 2018'",'024','527','210'
"'Apr 24, 2018'",'892','962','400'
"'Apr 25, 2018'",'123','371','894'
"'Apr 26, 2018'",'981','051','318'
"'Apr 27, 2018'",'940','743','994'
"'Apr 28, 2018'",'233','818','492'
"'Apr 29, 2018'",'357','837','662'
"'Apr 30, 2018'",'638','362','995'
"'May 01, 2018'",'509','694','657'
"'May 02, 2018'",'540','810','935'
"'May 03, 2018'",'398','874','813'
"'May 04, 2018'",'985','714','986'
"'May 05, 2018'",'091','825','693'
"'May 06, 2018'",'026','289','983'
"'May 07, 2018'",'753','217','133'
"'May 08, 2018'",'725','605','576'
"'May 09, 2018'",'004','079','140'
"'May 10, 2018'",'588','814','143'
"'May 11, 2018'",'953','561','262'
"'May 12, 2018'",'025','682','197'
"'May 13, 2018'",'046','279','767'
"'May 14, 2018'",'133','818','710'
"'May 15, 2018'",'519','945','475'
"'May 16, 2018'",'546','830','378'
"'May 17, 2018'",'846','422','052'
"'May 18, 2018'",'585','321','716'
"'May 19, 2018'",'589','894','888'
"'May 20, 2018'",'929','266','093'
"'May 21, 2018'",'426','287','239'
"'May 22, 2018'",'591','961','642'
"'May 23, 2018'",'984','803','981'
"'May 24, 2018'",'935','586','633'
"'May 25, 2018'",'543','417','805'
"'May 26, 2018'",'385','178','411'
"'May 27, 2018'",'668','007','112'
"'May 28, 2018'",'724','794','775'
"'May 29, 2018'",'890','086','297'
"'May 30, 2018'",'676','573','020'
"'May 31, 2018'",'884','308','388'
"'Jun 01, 2018'",'682','347','126'
"'Jun 02, 2018'",'086','343','009'
"'Jun 03, 2018'",'218','723','228'
"'Jun 04, 2018'",'083','631','464'
"'Jun 05, 2018'",'803','872','073'
"'Jun 06, 2018'",'701','951','130'
"'Jun 07, 2018'",'925','569','250'
"'Jun 08, 2018'",'048','552','513'
"'Jun 09, 2018'",'724','066','155'
"'Jun 10, 2018'",'918','488','475'
"'Jun 11, 2018'",'998','007','817'
"'Jun 12, 2018'",'844','551','049'
"'Jun 13, 2018'",'894','014','071'
"'Jun 14, 2018'",'926','559','380'
"'Jun 15, 2018'",'151','702','212'
"'Jun 16, 2018'",'545','755','769'
"'Jun 17, 2018'",'798','224','476'
"'Jun 18, 2018'",'852','322','704'
"'Jun 19, 2018'",'508','010','075'
"'Jun 20, 2018'",'352','589','643'
"'Jun 21, 2018'",'877','186','034'
"'Jun 22, 2018'",'977','343','320'
"'Jun 23, 2018'",'553','270','975'
"'Jun 24, 2018'",'288','505','125'
"'Jun 25, 2018'",'849','833','882'
"'Jun 26, 2018'",'739','101','772'
"'Jun 27, 2018'",'451','682','076'
"'Jun 28, 2018'",'495','837','534'
"'Jun 29, 2018'",'311','714','613'
"'Jun 30, 2018'",'935','524','524'
"'Jul 01, 2018'",'011','421','081'
"'Jul 02, 2018'",'971','565','786'
"'Jul 03, 2018'",'789','307','429'
"'Jul 04, 2018'",'739','085','077'
"'Jul 05, 2018'",'275','780','163'
"'Jul 06, 2018'",'930','444','231'
"'Jul 07, 2018'",'253','936','841'
"'Jul 08, 2018'",'442','123','713'
"'Jul 09, 2018'",'369','848','749'
"'Jul 10, 2018'",'711','286','233'
"'Jul 11, 2018'",'507','510','809'
"'Jul 12, 2018'",'258','415','255'
"'Jul 13, 2018'",'194','705','886'
"'Jul 14, 2018'",'804','033','434'
"'Jul 15, 2018'",'756','385','051'
"'Jul 16, 2018'",'726','999','569'
"'Jul 17, 2018'",'103','007','045'
"'Jul 18, 2018'",'540','685','207'
"'Jul 19, 2018'",'278','528','801'
"'Jul 20, 2018'",'831','998','506'
"'Jul 21, 2018'",'502','778','553'
"'Jul 22, 2018'",'453','102','017'
"'Jul 23, 2018'",'544','173','372'
"'Jul 24, 2018'",'636','110','944'
"'Jul 25, 2018'",'487','679','960'
"'Jul 26, 2018'",'545','769','441'
"'Jul 27, 2018'",'384','181','193'
"'Jul 28, 2018'",'738','609','529'
"'Jul 29, 2018'",'130','753','932'
"'Jul 30, 2018'",'222','236','712'
"'Jul 31, 2018'",'677','243','152'
"'Aug 01, 2018'",'345','801','386'
"'Aug 02, 2018'",'845','435','711'
"'Aug 03, 2018'",'578','936','837'
"'Aug 04, 2018'",'834','248','396'
"'Aug 05, 2018'",'398','018','047'
"'Aug 06, 2018'",'586','702','395'
"'Aug 07, 2018'",'094','509','989'
"'Aug 08, 2018'",'502','974','639'
"'Aug 09, 2018'",'957','882','132'
"'Aug 10, 2018'",'835','209','209'
"'Aug 11, 2018'",'757','154','873'
"'Aug 12, 2018'",'701','228','774'
"'Aug 13, 2018'",'283','682','915'
"'Aug 14, 2018'",'705','572','715'
"'Aug 15, 2018'",'169','133','023'
"'Aug 16, 2018'",'378','038','804'
"'Aug 17, 2018'",'794','077','644'
"'Aug 18, 2018'",'302','813','476'
"'Aug 19, 2018'",'791','646','960'
"'Aug 20, 2018'",'460','674','492'
"'Aug 21, 2018'",'886','222','801'
"'Aug 22, 2018'",'098','219','120'
"'Aug 23, 2018'",'503','855','541'
"'Aug 24, 2018'",'459','123','945'
"'Aug 25, 2018'",'299','276','905'
"'Aug 26, 2018'",'524','183','264'
"'Aug 27, 2018'",'464','114','457'
"'Aug 28, 2018'",'494','000','190'
"'Aug 29, 2018'",'506','122','265'
"'Aug 30, 2018'",'761','839','913'
"'Aug 31, 2018'",'385','382','592'
"'Sep 01, 2018'",'280','830','656'
"'Sep 02, 2018'",'579','396','154'
"'Sep 03, 2018'",'286','576','906'
"'Sep 04, 2018'",'120','356','419'
"'Sep 05, 2018'",'360','607','821'
"'Sep 06, 2018'",'090','820','561'
"'Sep 07, 2018'",'283','961','102'
"'Sep 08, 2018'",'782','219','135'
"'Sep 09, 2018'",'772','152','532'
"'Sep 10, 2018'",'570','335','540'
"'Sep 11, 2018'",'812','404','254'
"'Sep 12, 2018'",'513','471','229'
"'Sep 13, 2018'",'994','807','684'
"'Sep 14, 2018'",'019','421','801'
"'Sep 15, 2018'",'116','470','273'
"'Sep 16, 2018'",'382','955','997'
"'Sep 17, 2018'",'622','236','539'
"'Sep 18, 2018'",'526','395','903'
"'Sep 19, 2018'",'773','711','260'
"'Sep 20, 2018'",'747','502','228'
"'Sep 21, 2018'",'138','056','043'
"'Sep 22, 2018'",'705','667','009'
"'Sep 23, 2018'",'991','258','027'
"'Sep 24, 2018'",'145','523','095'
"'Sep 25, 2018'",'656','731','571'
"'Sep 26, 2018'",'899','518','463'
"'Sep 27, 2018'",'520','874','252'
"'Sep 28, 2018'",'038','174','019'
"'Sep 29, 2018'",'553','844','192'
"'Sep 30, 2018'",'900','999','890'
"'Oct 01, 2018'",'351','968','056'
"'Oct 02, 2018'",'221','858','295'
"'Oct 03, 2018'",'302','930','960'
"'Oct 04, 2018'",'081','729','543'
"'Oct 05, 2018'",'920','621','656'
"'Oct 06, 2018'",'467','365','564'
"'Oct 07, 2018'",'679','088','068'
"'Oct 08, 2018'",'077','569','603'
"'Oct 09, 2018'",'644','357','220'
"'Oct 10, 2018'",'652','818','291'
"'Oct 11, 2018'",'561','494','979'
"'Oct 12, 2018'",'094','240','486'
"'Oct 13, 2018'",'044','491','161'
"'Oct 14, 2018'",'844','936','601'
"'Oct 15, 2018'",'282','751','769'
"'Oct 16, 2018'",'028','524','772'
"'Oct 17, 2018'",'102','487','338'
"'Oct 18, 2018'",'932','211','795'
"'Oct 19, 2018'",'883','441','457'
"'Oct 20, 2018'",'975','250','316'
"'Oct 21, 2018'",'226','656','264'
"'Oct 22, 2018'",'001','009','153'
"'Oct 23, 2018'",'364','466','664'
"'Oct 24, 2018'",'969','325','080'
"'Oct 25, 2018'",'528','087','563'
"'Oct 26, 2018'",'706','240','889'
"'Oct 27, 2018'",'749','758','487'
"'Oct 28, 2018'",'453','942','150'
"'Oct 29, 2018'",'695','262','695'
"'Oct 30, 2018'",'569','774','127'
"'Oct 31, 2018'",'678','547','592'
"'Nov 01, 2018'",'544','992','335'
"'Nov 02, 2018'",'501','455','050'
"'Nov 03, 2018'",'817','410','953'
"'Nov 04, 2018'",'310','063','613'
"'Nov 05, 2018'",'079','156','725'
"'Nov 06, 2018'",'371','859','261'
"'Nov 07, 2018'",'850','921','423'
"'Nov 08, 2018'",'765','826','063'
"'Nov 09, 2018'",'558','610','967'
"'Nov 10, 2018'",'005','303','146'
"'Nov 11, 2018'",'814','272','458'
"'Nov 12, 2018'",'933','049','259'
"'Nov 13, 2018'",'034','774','242'
"'Nov 14, 2018'",'280','761','926'
"'Nov 15, 2018'",'546','493','418'
"'Nov 16, 2018'",'888','730','389'
"'Nov 17, 2018'",'965','484','371'
"'Nov 18, 2018'",'322','187','248'
"'Nov 19, 2018'",'605','249','536'
"'Nov 20, 2018'",'813','372','288'
"'Nov 21, 2018'",'299','112','327'
"'Nov 22, 2018'",'839','495','364'
"'Nov 23, 2018'",'211','015','494'
"'Nov 24, 2018'",'416','884','327'
"'Nov 25, 2018'",'853','286','974'
"'Nov 26, 2018'",'491','513','325'
"'Nov 27, 2018'",'985','737','757'
"'Nov 28, 2018'",'742','464','659'
"'Nov 29, 2018'",'016','258','631'
"'Nov 30, 2018'",'484','731','682'
"'Dec 01, 2018'",'490','742','083'
"'Dec 02, 2018'",'502','712','516'
"'Dec 03, 2018'",'136','400','955'
"'Dec 04, 2018'",'039','827','520'
"'Dec 05, 2018'",'054','501','020'
"'Dec 06, 2018'",'949','152','468'
"'Dec 07, 2018'",'184','949','063'
"'Dec 08, 2018'",'616','680','763'
"'Dec 09, 2018'",'723','167','763'
"'Dec 10, 2018'",'400','130','254'
"'Dec 11, 2018'",'764','563','286'
"'Dec 12, 2018'",'321','917','733'
"'Dec 13, 2018'",'318','384','432'
"'Dec 14, 2018'",'333','541','140'
"'Dec 15, 2018'",'972','468','117'
"'Dec 16, 2018'",'486','300','613'
"'Dec 17, 2018'",'546','875','171'
"'Dec 18, 2018'",'897','304','844'
"'Dec 19, 2018'",'098','691','543'
"'Dec 20, 2018'",'113','001','750'
"'Dec 21, 2018'",'609','672','506'
"'Dec 22, 2018'",'489','202','640'
"'Dec 23, 2018'",'264','159','704'
"'Dec 24, 2018'",'026','801','428'
"'Dec 25, 2018'",'N/D','N/D','N/D'
"'Dec 26, 2018'",'230','981','912'
"'Dec 27, 2018'",'621','358','035'
"'Dec 28, 2018'",'591','433','653'
"'Dec 29, 2018'",'157','303','626'
"'Dec 30, 2018'",'368','703','733'
"'Dec 31, 2018'",'517','976','928'
"'Jan 02, 2019'",'382','245','220'
"'Jan 03, 2019'",'398','249','969'
"'Jan 04, 2019'",'952','371','019'
"'Jan 05, 2019'",'648','575','554'
"'Jan 06, 2019'",'952','706','004'
"'Jan 07, 2019'",'871','450','405'
"'Jan 08, 2019'",'874','139','167'
"'Jan 09, 2019'",'882','544','419'
"'Jan 10, 2019'",'898','294','650'
"'Jan 11, 2019'",'393','674','703'
"'Jan 12, 2019'",'762','943','020'
"'Jan 13, 2019'",'923','682','385'
"'Jan 14, 2019'",'864','518','287'
"'Jan 15, 2019'",'188','667','960'
"'Jan 16, 2019'",'329','967','715'
"'Jan 17, 2019'",'377','835','480'
"'Jan 18, 2019'",'768','804','507'
"'Jan 19, 2019'",'375','874','144'
"'Jan 20, 2019'",'717','804','856'
"'Jan 21, 2019'",'057','288','803'
"'Jan 22, 2019'",'924','820','614'
"'Jan 23, 2019'",'552','355','150'
"'Jan 24, 2019'",'305','687','173'
"'Jan 25, 2019'",'888','953','902'
"'Jan 26, 2019'",'069','673','225'
"'Jan 27, 2019'",'882','451','287'
"'Jan 28, 2019'",'156','424','000'
"'Jan 29, 2019'",'798','954','587'
"'Jan 30, 2019'",'186','253','480'
"'Jan 31, 2019'",'518','376','522'
"'Feb 01, 2019'",'922','642','456'
"'Feb 02, 2019'",'576','698','037'
"'Feb 03, 2019'",'079','390','772'
"'Feb 04, 2019'",'399','049','302'
"'Feb 05, 2019'",'649','196','738'
"'Feb 06, 2019'",'578','808','695'
"'Feb 07, 2019'",'369','280','096'
"'Feb 08, 2019'",'666','555','121'
"'Feb 09, 2019'",'163','341','405'
"'Feb 10, 2019'",'417','229','770'
"'Feb 11, 2019'",'616','995','405'
"'Feb 12, 2019'",'328','041','480'
"'Feb 13, 2019'",'683','076','145'
"'Feb 14, 2019'",'971','444','443'
"'Feb 15, 2019'",'510','535','897'
"'Feb 16, 2019'",'299','971','751'
"'Feb 17, 2019'",'444','934','555'
"'Feb 18, 2019'",'311','468','568'
"'Feb 19, 2019'",'157','831','327'
"'Feb 20, 2019'",'806','332','685'
"'Feb 21, 2019'",'203','083','795'
"'Feb 22, 2019'",'528','057','705'
"'Feb 23, 2019'",'830','121','551'
"'Feb 24, 2019'",'697','112','186'
"'Feb 25, 2019'",'538','753','181'
"'Feb 26, 2019'",'152','956','087'
"'Feb 27, 2019'",'765','408','895'
"'Feb 28, 2019'",'884','788','677'
"'Mar 01, 2019'",'750','102','670'
"'Mar 02, 2019'",'911','368','369'
"'Mar 03, 2019'",'735','401','941'
"'Mar 04, 2019'",'861','546','529'
"'Mar 05, 2019'",'140','332','569'
"'Mar 06, 2019'",'163','154','005'
"'Mar 07, 2019'",'087','008','507'
"'Mar 08, 2019'",'384','726','780'
"'Mar 09, 2019'",'628','192','057'
"'Mar 10, 2019'",'724','421','562'
"'Mar 11, 2019'",'624','638','270'
"'Mar 12, 2019'",'657','918','926'
"'Mar 13, 2019'",'683','554','928'
"'Mar 14, 2019'",'671','276','961'
"'Mar 15, 2019'",'041','557','389'
"'Mar 16, 2019'",'259','556','600'
"'Mar 17, 2019'",'921','528','215'
"'Mar 18, 2019'",'379','710','425'
"'Mar 19, 2019'",'742','479','583'
"'Mar 20, 2019'",'257','481','538'
"'Mar 21, 2019'",'227','876','960'
"'Mar 22, 2019'",'581','154','764'
"'Mar 23, 2019'",'234','106','733'
"'Mar 24, 2019'",'702','905','236'
"'Mar 25, 2019'",'968','927','617'
"'Mar 26, 2019'",'357','393','629'
"'Mar 27, 2019'",'627','263','891'
"'Mar 28, 2019'",'606','181','315'
"'Mar 29, 2019'",'768','121','846'
"'Mar 30, 2019'",'159','299','436'
"'Mar 31, 2019'",'487','955','071'
"'Apr 01, 2019'",'886','833','663'
"'Apr 02, 2019'",'107','507','744'
"'Apr 03, 2019'",'015','054','801'
"'Apr 04, 2019'",'104','189','560'
"'Apr 05, 2019'",'138','100','702'
"'Apr 06, 2019'",'997','854','424'
"'Apr 07, 2019'",'623','338','656'
"'Apr 08, 2019'",'627','013','020'
"'Apr 09, 2019'",'837','173','943'
"'Apr 10, 2019'",'524','087','019'
"'Apr 11, 2019'",'890','046','704'
"'Apr 12, 2019'",'741','310','847'
"'Apr 13, 2019'",'907','826','585'
"'Apr 14, 2019'",'515','335','448'
"'Apr 15, 2019'",'272','570','240'
"'Apr 16, 2019'",'064','214','739'
"'Apr 17, 2019'",'863','540','571'
"'Apr 22, 2019'",'179','897','487'
"'Apr 23, 2019'",'006','363','962'
"'Apr 24, 2019'",'393','087','383'
"'Apr 25, 2019'",'176','613','890'
"'Apr 26, 2019'",'162','356','959'
"'Apr 27, 2019'",'495','288','580'
"'Apr 28, 2019'",'690','462','406'
"'Apr 29, 2019'",'261','036','083'
"'Apr 30, 2019'",'243','294','597'
"'May 01, 2019'",'853','110','065'
"'May 02, 2019'",'967','604','657'
"'May 03, 2019'",'878','716','214'
"'May 04, 2019'",'725','490','574'
"'May 05, 2019'",'251','190','184'
"'May 06, 2019'",'307','975','796'
"'May 07, 2019'",'526','391','705'
"'May 08, 2019'",'574','407','428'
"'May 09, 2019'",'469','932','885'
"'May 10, 2019'",'185','916','335'
"'May 11, 2019'",'062','446','493'
"'May 12, 2019'",'223','491','319'
"'May 13, 2019'",'247','523','774'
"'May 14, 2019'",'427','377','553'
"'May 15, 2019'",'103','561','837'
"'May 16, 2019'",'607','524','483'
"'May 17, 2019'",'764','914','661'
"'May 18, 2019'",'004','584','918'
"'May 19, 2019'",'130','913','288'
"'May 20, 2019'",'389','675','115'
"'May 21, 2019'",'540','548','017'
"'May 22, 2019'",'843','775','184'
"'May 23, 2019'",'485','718','545'
"'May 24, 2019'",'877','267','233'
"'May 25, 2019'",'734','025','935'
"'May 26, 2019'",'030','721','913'
"'May 27, 2019'",'514','350','557'
"'May 28, 2019'",'469','139','067'
"'May 29, 2019'",'369','702','887'
"'May 30, 2019'",'471','922','155'
"'May 31, 2019'",'552','986','426'
"'Jun 01, 2019'",'152','598','639'
"'Jun 02, 2019'",'378','724','197'
"'Jun 03, 2019'",'076','731','886'
"'Jun 04, 2019'",'886','856','155'
"'Jun 05, 2019'",'255','446','262'
"'Jun 06, 2019'",'726','724','160'
"'Jun 07, 2019'",'292','084','980'
"'Jun 08, 2019'",'178','162','055'
"'Jun 09, 2019'",'070','359','634'
"'Jun 10, 2019'",'574','661','028'
"'Jun 11, 2019'",'049','048','054'
"'Jun 12, 2019'",'349','927','061'
"'Jun 13, 2019'",'134','491','051'
"'Jun 14, 2019'",'615','512','482'
"'Jun 15, 2019'",'754','502','071'
"'Jun 16, 2019'",'849','303','542'
"'Jun 17, 2019'",'664','201','338'
"'Jun 18, 2019'",'792','694','875'
"'Jun 19, 2019'",'381','826','911'
"'Jun 20, 2019'",'188','489','104'
"'Jun 21, 2019'",'305','114','691'
"'Jun 22, 2019'",'861','116','241'
"'Jun 23, 2019'",'364','518','734'
"'Jun 24, 2019'",'199','707','720'
"'Jun 25, 2019'",'966','653','695'
"'Jun 26, 2019'",'807','670','170'
"'Jun 27, 2019'",'520','467','755'
"'Jun 28, 2019'",'893','691','518'
"'Jun 29, 2019'",'194','472','482'
"'Jun 30, 2019'",'756','854','835'
"'Jul 01, 2019'",'189','303','310'
"'Jul 02, 2019'",'158','996','563'
"'Jul 03, 2019'",'349','352','174'
"'Jul 04, 2019'",'424','781','931'
"'Jul 05, 2019'",'501','121','678'
"'Jul 06, 2019'",'780','422','217'
"'Jul 07, 2019'",'428','044','007'
"'Jul 08, 2019'",'259','845','109'
"'Jul 09, 2019'",'131','079','660'
"'Jul 10, 2019'",'179','223','951'
"'Jul 11, 2019'",'254','515','005'
"'Jul 12, 2019'",'875','818','716'
"'Jul 13, 2019'",'804','282','165'
"'Jul 14, 2019'",'157','064','390'
"'Jul 15, 2019'",'438','393','820'
"'Jul 16, 2019'",'097','001','607'
"'Jul 17, 2019'",'564','644','625'
"'Jul 18, 2019'",'118','507','691'
"'Jul 19, 2019'",'427','641','279'
"'Jul 20, 2019'",'760','075','646'
"'Jul 21, 2019'",'844','073','575'
"'Jul 22, 2019'",'241','759','148'
"'Jul 23, 2019'",'304','582','534'
"'Jul 24, 2019'",'217','178','089'
"'Jul 25, 2019'",'248','184','864'
"'Jul 26, 2019'",'156','929','935'
"'Jul 27, 2019'",'444','082','907'
"'Jul 28, 2019'",'748','993','783'
"'Jul 29, 2019'",'623','705','949'
"'Jul 30, 2019'",'219','475','718'
"'Jul 31, 2019'",'938','626','031'
"'Aug 01, 2019'",'234','640','170'
"'Aug 02, 2019'",'841','787','261'
"'Aug 03, 2019'",'682','720','175'
"'Aug 04, 2019'",'827','531','636'
"'Aug 05, 2019'",'563','194','249'
"'Aug 06, 2019'",'487','536','865'
"'Aug 07, 2019'",'711','958','876'
"'Aug 08, 2019'",'814','174','502'
"'Aug 09, 2019'",'232','769','468'
"'Aug 10, 2019'",'701','982','554'
"'Aug 11, 2019'",'150','401','840'
"'Aug 12, 2019'",'880','780','222'
"'Aug 13, 2019'",'970','523','735'
"'Aug 14, 2019'",'504','881','550'
"'Aug 15, 2019'",'280','371','047'
"'Aug 16, 2019'",'022','905','415'
"'Aug 17, 2019'",'301','958','323'
"'Aug 18, 2019'",'273','726','466'
"'Aug 19, 2019'",'321','188','216'
"'Aug 20, 2019'",'475','423','370'
"'Aug 21, 2019'",'807','369','164'
"'Aug 22, 2019'",'465','566','786'
"'Aug 23, 2019'",'795','241','883'
"'Aug 24, 2019'",'221','081','710'
"'Aug 25, 2019'",'082','086','952'
"'Aug 26, 2019'",'751','132','110'
"'Aug 27, 2019'",'441','396','645'
"'Aug 28, 2019'",'014','160','292'
"'Aug 29, 2019'",'134','834','846'
"'Aug 30, 2019'",'643','254','297'
"'Aug 31, 2019'",'403','296','522'
"'Sep 01, 2019'",'559','949','636'
"'Sep 02, 2019'",'650','261','591'
"'Sep 03, 2019'",'285','915','984'
"'Sep 04, 2019'",'436','883','512'
"'Sep 05, 2019'",'824','292','878'
"'Sep 06, 2019'",'401','426','411'
"'Sep 07, 2019'",'428','329','739'
"'Sep 08, 2019'",'705','794','181'
"'Sep 09, 2019'",'002','586','578'
"'Sep 10, 2019'",'221','545','835'
"'Sep 11, 2019'",'905','764','437'
"'Sep 12, 2019'",'811','119','607'
"'Sep 13, 2019'",'758','930','797'
"'Sep 14, 2019'",'587','894','531'
"'Sep 15, 2019'",'376','369','479'
"'Sep 16, 2019'",'139','821','486'
"'Sep 17, 2019'",'180','592','175'
"'Sep 18, 2019'",'159','548','338'
"'Sep 19, 2019'",'305','705','420'
"'Sep 20, 2019'",'387','717','840'
"'Sep 21, 2019'",'376','685','066'
"'Sep 22, 2019'",'479','720','216'
"'Sep 23, 2019'",'034','537','733'
"'Sep 24, 2019'",'091','321','729'
"'Sep 25, 2019'",'478','547','412'
"'Sep 26, 2019'",'103','333','681'
"'Sep 27, 2019'",'857','475','146'
"'Sep 28, 2019'",'951','671','232'
"'Sep 29, 2019'",'119','377','773'
"'Sep 30, 2019'",'526','931','904'
"'Oct 01, 2019'",'467','103','732'
"'Oct 02, 2019'",'539','545','024'
"'Oct 03, 2019'",'548','484','664'
"'Oct 04, 2019'",'624','642','144'
"'Oct 05, 2019'",'214','483','599'
"'Oct 06, 2019'",'931','388','562'
"'Oct 07, 2019'",'588','483','225'
"'Oct 08, 2019'",'475','344','559'
"'Oct 09, 2019'",'386','041','917'
"'Oct 10, 2019'",'346','923','392'
"'Oct 11, 2019'",'154','799','586'
"'Oct 12, 2019'",'346','386','327'
"'Oct 13, 2019'",'431','184','275'
"'Oct 14, 2019'",'476','135','111'
"'Oct 15, 2019'",'613','612','595'
"'Oct 16, 2019'",'531','332','756'
"'Oct 17, 2019'",'399','375','681'
"'Oct 18, 2019'",'268','678','662'
"'Oct 19, 2019'",'247','721','667'
"'Oct 20, 2019'",'564','144','254'
"'Oct 21, 2019'",'941','741','027'
"'Oct 22, 2019'",'921','585','208'
"'Oct 23, 2019'",'037','160','396'
"'Oct 24, 2019'",'932','226','182'
"'Oct 25, 2019'",'013','490','843'
"'Oct 26, 2019'",'255','219','942'
"'Oct 27, 2019'",'906','229','011'
"'Oct 28, 2019'",'299','879','754'
"'Oct 29, 2019'",'259','059','114'
"'Oct 30, 2019'",'471','964','464'
"'Oct 31, 2019'",'704','465','440'
"'Nov 01, 2019'",'244','485','374'
"'Nov 02, 2019'",'532','277','576'
"'Nov 03, 2019'",'504','821','337'
"'Nov 04, 2019'",'219','704','317'
"'Nov 05, 2019'",'439','767','211'
"'Nov 06, 2019'",'167','167','999'
"'Nov 07, 2019'",'578','358','141'
"'Nov 08, 2019'",'513','689','991'
"'Nov 09, 2019'",'017','944','660'
"'Nov 10, 2019'",'788','696','248'
"'Nov 11, 2019'",'967','383','044'
"'Nov 12, 2019'",'797','124','931'
"'Nov 13, 2019'",'946','557','973'
"'Nov 14, 2019'",'726','046','977'
"'Nov 15, 2019'",'892','484','434'
"'Nov 16, 2019'",'310','456','244'
"'Nov 17, 2019'",'846','773','777'
"'Nov 18, 2019'",'963','785','608'
"'Nov 19, 2019'",'452','762','879'
"'Nov 20, 2019'",'146','510','438'
"'Nov 21, 2019'",'906','364','211'
"'Nov 22, 2019'",'159','881','337'
"'Nov 23, 2019'",'152','191','247'
"'Nov 24, 2019'",'180','796','232'
"'Nov 25, 2019'",'612','142','452'
"'Nov 26, 2019'",'642','121','984'
"'Nov 27, 2019'",'541','818','182'
"'Nov 28, 2019'",'743','527','769'
"'Nov 29, 2019'",'736','294','100'
"'Nov 30, 2019'",'969','094','261'
"'Dec 01, 2019'",'749','165','031'
"'Dec 02, 2019'",'532','590','340'
"'Dec 03, 2019'",'218','976','420'
"'Dec 04, 2019'",'984','161','105'
"'Dec 05, 2019'",'406','542','243'
"'Dec 06, 2019'",'178','241','365'
"'Dec 07, 2019'",'183','323','040'
"'Dec 08, 2019'",'610','510','350'
"'Dec 09, 2019'",'539','073','636'
"'Dec 10, 2019'",'243','464','430'
"'Dec 11, 2019'",'042','068','891'
"'Dec 12, 2019'",'561','868','449'
"'Dec 13, 2019'",'360','750','860'
"'Dec 14, 2019'",'807','233','192'
"'Dec 15, 2019'",'989','446','808'
"'Dec 16, 2019'",'071','649','411'
"'Dec 17, 2019'",'617','859','303'
"'Dec 18, 2019'",'079','153','314'
"'Dec 19, 2019'",'671','961','205'
"'Dec 20, 2019'",'162','830','920'
"'Dec 21, 2019'",'766','480','271'
"'Dec 22, 2019'",'127','171','598'
"'Dec 23, 2019'",'103','033','204'
"'Dec 24, 2019'",'083','222','167'
"'Dec 25, 2019'",'N/D','N/D','N/D'
"'Dec 26, 2019'",'257','092','818'
"'Dec 27, 2019'",'094','476','492'
"'Dec 28, 2019'",'390','757','831'
"'Dec 29, 2019'",'992','218','292'
"'Dec 30, 2019'",'730','718','182'
"'Dec 31, 2019'",'484','745','963'
"'Jan 01, 2020'",'N/D','N/D','N/D'
"'Jan 02, 2020'",'908','052','062'
"'Jan 03, 2020'",'932','583','744'
"'Jan 04, 2020'",'028','146','749'
"'Jan 05, 2020'",'598','973','706'
"'Jan 06, 2020'",'965','346','577'
"'Jan 07, 2020'",'531','094','967'
"'Jan 08, 2020'",'311','383','763'
"'Jan 09, 2020'",'523','520','869'
"'Jan 10, 2020'",'302','220','469'
"'Jan 11, 2020'",'991','566','418'
"'Jan 12, 2020'",'945','642','831'
"'Jan 13, 2020'",'869','811','592'
"'Jan 14, 2020'",'717','809','891'
"'Jan 15, 2020'",'773','192','574'
"'Jan 16, 2020'",'696','856','347'
"'Jan 17, 2020'",'119','465','465'
"'Jan 18, 2020'",'983','672','140'
"'Jan 19, 2020'",'533','863','404'
"'Jan 20, 2020'",'141','327','743'
"'Jan 21, 2020'",'675','896','757'
"'Jan 22, 2020'",'075','578','110'
"'Jan 23, 2020'",'488','448','533'
"'Jan 24, 2020'",'958','876','825'
"'Jan 25, 2020'",'336','565','812'
"'Jan 26, 2020'",'331','043','605'
"'Jan 27, 2020'",'324','720','406'
"'Jan 28, 2020'",'272','965','933'
"'Jan 29, 2020'",'017','277','639'
"'Jan 30, 2020'",'199','056','562'
"'Jan 31, 2020'",'094','377','071'
"'Feb 01, 2020'",'063','596','034'
"'Feb 02, 2020'",'297','797','605'
"'Feb 03, 2020'",'590','345','130'
"'Feb 04, 2020'",'795','824','242'
"'Feb 05, 2020'",'138','528','580'
